Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Edman, D.C., Keene, H.J., Shklair, I.L., Hoerman, K.C.","57153882400; 7006499165; 7004242515; 6603913120","Dental floss for implantation and sampling of Streptococcus mutans from approximal surfaces of human teeth",1975,"Archives of Oral Biology",20,"2",,145,148,,39,10.1016/0003-9969(75)90171-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016802091&partnerID=40&md5=52ca82f70e239e16ace699df9b67e013",Article,Final,,Scopus,2-s2.0-0016802091
"Mouton, C., Scheinin, A., Mäkinen, K.K.","7005935191; 7006331791; 7102222905","Effect on plaque of a xylitol-containing chewing-gum: A clinical and biochemical study",1975,"Acta Odontologica Scandinavica",33,"1",,33,40,,28,10.3109/00016357509004624,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016721850&partnerID=40&md5=bffdba6e11dc3e9e5a635bd2c33190d6",Article,Final,,Scopus,2-s2.0-0016721850
"Birkeland, J.M.","7005227230","Oral hygiene in schoolchildren (Norwegian)",1975,"NORSKE TANNLAEGEFOREN.TID.",85,"3",,99,106,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016609052&partnerID=40&md5=527d279af9375b12ffe248f4824e3fb4",Article,Final,,Scopus,2-s2.0-0016609052
"Hansen, F., Gjermo, P., Eriksen, H.M.","57198006117; 7007168127; 7102697516","The effect of a chlorhexidine‐containing gel on oral cleanliness and gingival health in young adults",1975,"Journal of Clinical Periodontology",2,"3",,153,159,,24,10.1111/j.1600-051X.1975.tb01737.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016745155&partnerID=40&md5=8f2e0d81b6663d2b2c1a6b1d846a2a9d",Article,Final,,Scopus,2-s2.0-0016745155
"Bay, L.M., Russell, B.G.","7004687148; 7202346568","Effect of chlorhexidine on dental plaque and gingivitis in mentally retarded children",1975,"Community Dentistry and Oral Epidemiology",3,"6",,267,270,,19,10.1111/j.1600-0528.1975.tb00322.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016701032&partnerID=40&md5=ebbebb1950bcd63378b7196765d2f9df",Article,Final,,Scopus,2-s2.0-0016701032
"ERICSSON, I., LINDHE, J., RYLANDER, H., OKAMOTO, H.","7005830941; 57203625223; 7006483751; 56217793300","Experimental periodontal breakdown in the dog",1975,"European Journal of Oral Sciences",83,"3",,189,192,,60,10.1111/j.1600-0722.1975.tb01198.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984477769&partnerID=40&md5=ae1e05b305534b154d8e6482146fb237",Article,Final,,Scopus,2-s2.0-84984477769
"Birkeland, J.M., Jorkjend, L.","7005227230; 7003496014","Effect of mouth rinsing and toothbrushing with fluoride solutions on caries among Norwegian schoolchildren",1975,"Community Dentistry and Oral Epidemiology",3,"5",,201,207,,10,10.1111/j.1600-0528.1975.tb00309.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016767259&partnerID=40&md5=b6687407e218cb74d03cb8018e8024d8",Article,Final,,Scopus,2-s2.0-0016767259
"Schroeder, H.E., Lindhe, J.","7201626804; 57203625223","Conversion of stable established gingivitis in the dog into destructive periodontitis",1975,"Archives of Oral Biology",20,"12",,775,"782,IN1-IN2",,102,10.1016/0003-9969(75)90052-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016735512&partnerID=40&md5=66a225268ff6c07261986767391f3c99",Article,Final,,Scopus,2-s2.0-0016735512
"Hamp, S.‐E., Rosling, B., Lindhi, J.","7003726862; 6701309258; 57191392997","Effect of chlorhexidine on gingival wound healing in the dog. A histometric study",1975,"Journal of Clinical Periodontology",2,"3",,143,152,,29,10.1111/j.1600-051X.1975.tb01736.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016813101&partnerID=40&md5=1fa5df8ff398ba519295cee14b4031d3",Article,Final,,Scopus,2-s2.0-0016813101
"Carter, H.G., Barnes, G.P., Woolridge, E.W., Ward, G.T.","7202923165; 7202142457; 6701856138; 57198031309","Effect of various toothbrushing techniques on gingival bleeding and dental plaque.",1974,"Virginia dental journal",51,"6",,18,29,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016142401&partnerID=40&md5=68334649a9fe6931cb8dd9eb905b1252",Article,Final,,Scopus,2-s2.0-0016142401
"Bellini, H.T., Anerud, A., Moustafa, M.H.","6602078488; 6602840130; 57196822450","Disclosing wafers in an oral hygiene instruction program",1974,"ODONT.REVY",25,"3",,247,253,,13,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016174141&partnerID=40&md5=708c13860abc86653fc9bfc40dc4aff3",Article,Final,,Scopus,2-s2.0-0016174141
"Gerdin, P.O.","7003555143","Studies in dentifrices, 8: clinical testing of an acidulated, nongrinding dentifrice with reduced fluorine contents.",1974,"Svensk tandlakare tidskrift. Swedish dental journal",67,"5",,283,297,,11,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016380313&partnerID=40&md5=0fdc8e445d003a0b0cb70a688ddfc602",Article,Final,,Scopus,2-s2.0-0016380313
"De Crousaz, P.","6701669580","Methods of prevention of plaque | METHODES DE PREVENTION DE LA PLAQUE",1974,"Annali di Stomatologia",23,"4-6",,81,86,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016134019&partnerID=40&md5=ea112f36abd8359d00e039a7970869ac",Article,Final,,Scopus,2-s2.0-0016134019
"Telford, A.B., Murray, J.J.","7003704780; 35352969400","The effect of systematic chairside oral hygiene instruction on gingivitis and oral cleanliness in children",1974,"Community Dentistry and Oral Epidemiology",2,"2",,50,57,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016373811&partnerID=40&md5=35445479a08978d1e8a2864918cbefdf",Article,Final,,Scopus,2-s2.0-0016373811
"Knutson, J.W.","7103351502","Effective and practical preventive procedures",1974,"INT.DENT.J.",24,"1",,66,78,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016243431&partnerID=40&md5=8613a693928d54e50cabe2f831156c3c",Article,Final,,Scopus,2-s2.0-0016243431
"Lange, D.E., Mutschelknauss, R.","7202077112; 7005886037","Aids for prevention of periodontal diseases | Hilfsmittel zur Prophylaxe der Parodontopathien",1974,"Die Quintessenz",25,"11",,95,102,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016122689&partnerID=40&md5=0d2d519ae13273095dcd8d1d93e30bbb",Article,Final,,Scopus,2-s2.0-0016122689
"Talari, A., Lahtinen, A., Ainamo, J.","6506278935; 6701336275; 7007083457","Efficacy of plaque removal with various types of toothbrushes | Vertaileva tutkimus erityyppisten hammasharjojen plakinpoistokyvystä",1974,"Proceedings of the Finnish Dental Society. Suomen Hammaslaakariseuran toimituksia",70,"5",,200,207,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016119835&partnerID=40&md5=39331ab69ba2ad25206c0bc7acc15e9e",Article,Final,,Scopus,2-s2.0-0016119835
"Williams, J.P., Bowers, G.M., Pelleu, G.B.","55499993300; 7102002383; 7003909201","Clinical evaluation of a single-tufted toothbrush for plaque removal.",1974,"U. S. Navy medicine",64,"3",,17,20,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016098866&partnerID=40&md5=13af068bbc9b0b6b63048ea7dec3d464",Article,Final,,Scopus,2-s2.0-0016098866
"Riethe, P.","7005663816","Oral hygiene for the prevention of dental caries and periodontal diseases (2) | Mundhygiene zur Vorbeugung von Karies und Parodontopathien (II)",1974,"Quintessenz Journal",4,"9",,31,34,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016098522&partnerID=40&md5=0ac83ace61af40c59d23a3e763f1572b",Article,Final,,Scopus,2-s2.0-0016098522
"Riethe, P.","7005663816","Oral hygiene for the prevention of dental caries and periodontal diseases (1) | Mundhygiene zur Vorbeugung von Karies und Parodontopathien (I)",1974,"Quintessenz Journal",4,"8",,35,37 contd,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016090266&partnerID=40&md5=3f6113633f4a2950cf716bd65ae2637f",Article,Final,,Scopus,2-s2.0-0016090266
"Polson, A.M.","6507605854","Gingival and periodontal problems in children.",1974,"Pediatrics",54,"2",,190,195,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016097617&partnerID=40&md5=2c276ba2783679a17e7667bfb7e38f19",Article,Final,,Scopus,2-s2.0-0016097617
"Götze, W.","7005493762","Oral hygiene in the aged | Uber den Mundhygienezustand bei alten Menschen",1974,"Deutsche zahnarztliche Zeitschrift",29,"8",,679,682,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016097643&partnerID=40&md5=095ddd7106a940688443e8315b622f14",Article,Final,,Scopus,2-s2.0-0016097643
"Sangnes, G.","6602310752","Effectiveness of vertical and horizontal toothbrushing techniques in the removal of plaque. II. Comparison of brushing by six-year-old children and their parents.",1974,"ASDC journal of dentistry for children",41,"2",,119,123,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016043965&partnerID=40&md5=76e8f9f53392eae634d8d4ccfec548e4",Article,Final,,Scopus,2-s2.0-0016043965
"Bergenholtz, A., Bjorne, A., Vikström, B.","7003494852; 57204992017; 6602914156","The plaque‐removing ability of some common interdental aids. An intraindividual study",1974,"Journal of Clinical Periodontology",1,"3",,160,165,,29,10.1111/j.1600-051X.1974.tb01252.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016324735&partnerID=40&md5=507c4a74f647a4027c62146dbf738818",Article,Final,,Scopus,2-s2.0-0016324735
"Rozencweig, D.","7003396880","Bacterial plaque. Rational motivation of patients | La plaque bactérienne. Motivation raisonnée des patients",1974,"Revue d""odonto-stomatologie",3,"1",,49,63,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016017783&partnerID=40&md5=707fb07f383e60cead7a7d692760938c",Article,Final,,Scopus,2-s2.0-0016017783
"Matsuzawa, S.","7102383586","Toothbrushing force, the number of brushing strokes and plaque removal effect with manual toothbrushes with reference to the number of times a toothbrush is used",1974,"Koku Eisei Gakkai zasshi",24,"2",,138,151,,,10.5834/jdh.24.138,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016072907&partnerID=40&md5=a5891f7c0e14220c7aa1ae0859d2b634",Article,Final,Open Access,Scopus,2-s2.0-0016072907
"Mandel, I.D.","7101683881","Indices for measurement of soft accumulations in clinical studies of oral hygiene and periodontal disease (continued)",1974,"Journal of Periodontal Research",9,"",,106,110,,6,10.1111/j.1600-0765.1974.tb01771.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84980305318&partnerID=40&md5=9c740a6822171adfa174b187b2fa15dc",Article,Final,,Scopus,2-s2.0-84980305318
"Mandel, I.D.","7101683881","Indices for measurement of soft accumulations in clinical studies of oral hygiene and periodontal disease",1974,"Journal of Periodontal Research",9,"",,7,23,,23,10.1111/j.1600-0765.1974.tb01760.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84980301978&partnerID=40&md5=ccba42c83a9f67638a3ca2396d0fd5d9",Article,Final,,Scopus,2-s2.0-84980301978
"Zachrisson, B.U.","7006974051","Oral hygiene for orthodontic patients: Current concepts and practical advice",1974,"American Journal of Orthodontics",66,"5",,487,497,,38,10.1016/0002-9416(74)90110-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016278873&partnerID=40&md5=4747f67170a4b2dead0d09869cc2013b",Article,Final,,Scopus,2-s2.0-0016278873
"Matsuzawa, S.","7102383586","Toothbrushing force, the number of brushing strokes and plaque removal effect with manual toothbrushes with reference to the length of brushing time",1974,"Koku Eisei Gakkai zasshi",24,"2",,112,137,,,10.5834/jdh.24.112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016072861&partnerID=40&md5=31d8e0ffccc4bacd676720f364d13007",Article,Final,Open Access,Scopus,2-s2.0-0016072861
"Horowitz, A.M., Suomi, J.D.","7202861117; 7003353047","A comparison of plaque removal with a standard or an unconventional toothbrush used by youngsters",1974,"Journal of Periodontology",45,"10",,760,764,,10,10.1902/jop.1974.45.10.760,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016268602&partnerID=40&md5=295cb283a9f18f8e698ab355948049d2",Article,Final,,Scopus,2-s2.0-0016268602
"Matsuzawa, S.","7102383586","Influence of instruction in toothbrushing on brushing force, the number of brushing strokes, and plaque removal effect",1974,"Koku Eisei Gakkai zasshi",24,"2",,152,175,,,10.5834/jdh.24.152,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016072405&partnerID=40&md5=577633e1cb3fe687f3b694a93bf1b29b",Article,Final,Open Access,Scopus,2-s2.0-0016072405
"Da Cunha, J.J., Tinoco, N.M.B.","7005636103; 7801575046","Control of the dental plaque: A clinical experiment | CONTROLE DA PLACA DENTAL: UM EXPERIMENTO CLINICO",1974,"REV.BRAS.ODONT.",31,"186",,48,52,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016158674&partnerID=40&md5=d04a11491580341a5d9bb35eec69c047",Article,Final,,Scopus,2-s2.0-0016158674
"Fourel, J., Falabregues, R., Hitzig Cl.","7006661334; 6602473450; 7004591554","A comparative assessment of manual and electrical brushing | EVALUATION COMPARATIVE DU BROSSAGE MANUEL ET ELECTRIQUE",1974,"Actualites Odonto-Stomatologiques",28,"108",,619,646,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016147330&partnerID=40&md5=8a1fff1c8ee0f9b064a37811f403b47a",Article,Final,,Scopus,2-s2.0-0016147330
"Barbano, J.P., Clemmer, B.A.","6603449668; 6603169602","A comparison of analyses of dichotomous and severity data in clinical trials using dental data",1974,"Journal of Periodontal Research",9,"",,129,139,,8,10.1111/j.1600-0765.1974.tb01776.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016189185&partnerID=40&md5=372dbe10fbd69aabd2d9b0719d228b72",Article,Final,,Scopus,2-s2.0-0016189185
"Weiss, R.L., Lee, E.M.","7404027240; 57199433973","THETA: Teenage Health Education Teaching Assistants.",1974,"Journal of the American Dental Association (1939)",89,"1",,86,89,,1,10.14219/jada.archive.1974.0317,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016088928&partnerID=40&md5=805fcf47fa530a78d4f0038740a5081c",Article,Final,,Scopus,2-s2.0-0016088928
"Berdon, J.K., Hornbrook, R.H., Hayduk, S.E.","6603659381; 6506485401; 6508386283","An evaluation of six manual toothbrushes by comparing their effectiveness in plaque removal",1974,"Journal of Periodontology",45,"7",,496,499,,5,10.1902/jop.1974.45.7.496,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016212923&partnerID=40&md5=c16812c9f2500464e6e0019a12cda5c2",Article,Final,,Scopus,2-s2.0-0016212923
"Lustman, J., Sela, M., Sela, J., Ulmansky, M.","55269129400; 36046971300; 7004856924; 7003405157","White enamel patches. A scanning electron microscope study of approximal surfaces following removal of plaque",1974,"Journal of Oral Pathology &amp; Medicine",3,"3",,123,126,,3,10.1111/j.1600-0714.1974.tb01704.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016339792&partnerID=40&md5=3e1c2a73af320b24e0447d315c8682f5",Article,Final,,Scopus,2-s2.0-0016339792
"Reynolds, W.E., Block, R.M.","7202109979; 7103337405","EVALUATING THE EFFECTIVENESS OF INSTRUCTION IN ORAL HYGIENE FOR MENTALLY RETARDED BOYS",1974,"Journal of Public Health Dentistry",34,"1",,8,12,,3,10.1111/j.1752-7325.1974.tb00668.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016363920&partnerID=40&md5=b226df1a22934de4573b5983d1a7a3c1",Article,Final,,Scopus,2-s2.0-0016363920
"Frazier, P.J., Jenny, J., Ostman, R., Frenick, C.","7006576544; 7102849938; 6603397720; 6503906789","QUALITY OF INFORMATION IN MASS MEDIA: A BARRIER TO THE DENTAL HEALTH EDUCATION OF THE PUBLIC",1974,"Journal of Public Health Dentistry",34,"4",,244,257,,13,10.1111/j.1752-7325.1974.tb04018.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016109631&partnerID=40&md5=77b965dc5de9ad182989d25198a6bec8",Article,Final,,Scopus,2-s2.0-0016109631
"Grenby, T.H., Powell, J.M., Gleeson, M.J.","7004999266; 7403542008; 7102850460","Effect of sweets made with and without sucrose on the dental plaque, and the correlation between the extent of plaque and human dental caries experience",1974,"Archives of Oral Biology",19,"3",,217,224,,13,10.1016/0003-9969(74)90265-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016197135&partnerID=40&md5=56b0fa6fd714ce31f49c6710d5df99ed",Article,Final,,Scopus,2-s2.0-0016197135
"Wolfram, K., Egelbeeg, J., Hornbuckle, C., Oliver, R., Rathbun, E.","6603619228; 57190481936; 6602263658; 7401914568; 6603114525","Effect of tooth cleaning procedures on gingival sulcus depth",1974,"Journal of Periodontal Research",9,"1",,44,49,,7,10.1111/j.1600-0765.1974.tb00652.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016155218&partnerID=40&md5=6e5b6955fb406c60b350da4000d5a4f3",Article,Final,,Scopus,2-s2.0-0016155218
"Kelner, R.M., Wohl, B.R., Deasy, M.J., Formicola, A.J.","6602337532; 6508051821; 7004474362; 7006320616","Gingival inflammation as related to frequency of plaque removal",1974,"Journal of Periodontology",45,"5",,303,307,,18,10.1902/jop.1974.45.5.1.303,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016138922&partnerID=40&md5=248145b9cde63ebeebf90bf197237016",Article,Final,,Scopus,2-s2.0-0016138922
"Harrap, G.J.","6602637339","Assessment of the effect of dentifrices on the growth of dental plaque",1974,"Journal of Clinical Periodontology",1,"3",,166,174,,37,10.1111/j.1600-051X.1974.tb01253.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016134934&partnerID=40&md5=04a2d9c68c7c59dcffda87eede5f2d5c",Article,Final,,Scopus,2-s2.0-0016134934
"Bay, L.","7004687148","The effect of toothbrushing with different concentrations of chlorhexidine on the development of dental plaque and gingivitis",1974,"Journal of Dental Research",53,"Spec.",,,,no.363,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17444454300&partnerID=40&md5=00515a1eff8737be9149f2fdf61cf64e",Article,Final,,Scopus,2-s2.0-17444454300
"Adams, D., Carney, J.S., Dicks, D.A.","7404054502; 7201939394; 6602209788","Pregnancy gingivitis: a survey of 100 antenatal patients",1974,"Journal of Dentistry",2,"3",,106,110,,9,10.1016/S0300-5712(74)80004-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016195362&partnerID=40&md5=089a60ef715adad42f609228d511abd6",Article,Final,,Scopus,2-s2.0-0016195362
"Pearlman, B.A.","7004182019","An oral contraceptive drug and gingival enlargement; the relationship between local and systemic factors",1974,"Journal of Clinical Periodontology",1,"1",,47,51,,21,10.1111/j.1600-051X.1974.tb01238.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016179885&partnerID=40&md5=fd59932894863d1e401bef45f806e267",Article,Final,,Scopus,2-s2.0-0016179885
"Hill, H.C., Levi, P.A., Glickman, I.","7402256026; 7007181155; 7004407088","The effects of waxed and unwaxed dental floss on interdental plaque accumulation and interdental gingival health",1973,"Journal of Periodontology",44,"7",,411,415,,30,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015906915&partnerID=40&md5=b7e5a41f18d5714b29e192d6df973bd5",Article,Final,,Scopus,2-s2.0-0015906915
"Greene, J.C.","7402744720","Periodontal disease control and prevention in a public dental health programme",1973,"INT.DENT.J.",23,"4",,591,596,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015720634&partnerID=40&md5=76ebdfc2fb45acb9608bcb2212150a48",Article,Final,,Scopus,2-s2.0-0015720634
"Martens, L.V., Frazier, P.J., Hirt, K.J., Meskin, L.H., Proshek, J.","35868317100; 7006576544; 6506900193; 57197886355; 6603445543","Developing brushing performance in second graders through behavior modification",1973,"HLTH SERV.REP.",88,"9",,818,823,,27,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015711697&partnerID=40&md5=82e24780c8cabb385c81cd39c8a32fad",Article,Final,,Scopus,2-s2.0-0015711697
"Keene, H.J., Shklair, I.L., Levine, J.A.","7006499165; 7004242515; 7403579771","Effect of povidone iodine, dental floss treatment on prevalence of Streptococcus mutans",1973,"Journal of Dental Research",52,"Spec.Nr",,547,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015847533&partnerID=40&md5=776d4cd0420198fe76115877be3a4699",Article,Final,,Scopus,2-s2.0-0015847533
"Crockett, K.E.","6701732333","Plaque and the brush-in.",1973,"Journal of the Missouri Dental Association",53,"9",,13,19,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015688071&partnerID=40&md5=db3dd235e94c696864e041ee2d555f67",Article,Final,,Scopus,2-s2.0-0015688071
"Bryn, K.J.","7004127045","A report on the feasibility of a plague control program with the use of dental floss at a second grade level in a school setting.",1973,"The Journal of the Indiana Dental Association",52,"8",,437,441,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015674841&partnerID=40&md5=9422ea2e1b2d2f3579127fa48ba64251",Article,Final,,Scopus,2-s2.0-0015674841
"Reitz, M., Pope, W.","7101744437; 7005639300","Mouth care.",1973,"American Journal of Nursing",73,"10",,1728,1730,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015678914&partnerID=40&md5=6f92770935e6ff12772f7ce4b173c8df",Article,Final,,Scopus,2-s2.0-0015678914
"Silvertone, L.M.","6505972709","Preventive dentistry. Plaque control: 3.",1973,"Dental update",1,"3",,147,159,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015658657&partnerID=40&md5=efd15b17c89065e7bccce3fc6b8065e3",Article,Final,,Scopus,2-s2.0-0015658657
"Kawall, K.","7801501258","Giving plaque the flak. North York's grade 6 flossing program promotes healthy mouths.",1973,"Ontario dentist",50,"8",,15,19,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015653154&partnerID=40&md5=5efaf67a04fff95f823ea337f86dd07f",Article,Final,,Scopus,2-s2.0-0015653154
"Pearce, E.","7202372441","Chemical methods of plaque control.",1973,"Bulletin - N. Z. Society of Periodontology",,"36",,15,17,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015651054&partnerID=40&md5=d9645f5acb5c2d721270ede670930981",Article,Final,,Scopus,2-s2.0-0015651054
"Renard, N., Renard, J.P., Chaput, A.","7003915427; 7202746693; 7004209823","Epidemiological survey: caries, hygiene, periodontal diseases and fluorine in the township of Yonne (part 2) | Enquete épidémiologique: carie - hygiene - parodontopathies et fluor dnas un canton de l'Yonne",1973,"Revue d""odonto-stomatologie",11,"4",,379,401,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18544410766&partnerID=40&md5=fd261a71c98b0a924ee0808abef56eba",Article,Final,,Scopus,2-s2.0-18544410766
"Riethe, P.","7005663816","Inhibition of non calcified and calcified deposits due to Na-laurylsulfate and Na-sulforicinoleate | Die Hemmung unverkalkter und verkalkter Ablagerungen durch Na-Laurylsulfat und Na-Sulforicinoleat.",1973,"ZWR",82,"7",,328,331,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015919602&partnerID=40&md5=1a48c0658ce734732b7cae0cc7deb7f9",Article,Final,,Scopus,2-s2.0-0015919602
"Collier, D.R.","7101948300","The role of the division of dental health services in a public preventive dental program.",1973,"Journal of the Tennessee Medical Association",66,"4",,346,348,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015608711&partnerID=40&md5=dcd6877434e4aad3089740563057507f",Article,Final,,Scopus,2-s2.0-0015608711
"Nenninger, H.","6701532524","Does toothbrushing prevent dental caries? | Dient das Zähneputzen der Kariesprophylaxe.",1973,"Die Quintessenz",24,"2",,61,67,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015587080&partnerID=40&md5=aaa45a4df4e8329a1b760545b629bf20",Article,Final,,Scopus,2-s2.0-0015587080
"Hedås, B., Rydström, S., Ostgren, A.","7801346599; 6507788099; 7801330035","Prevention of periodontal diseases by ADL-training of children with developmental disturbances | Parodontitprofylax genom ADL-träning hos psykiskt utvecklingsstörda barn.",1973,"Tandlakartidningen",65,"4",,194,196,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015581959&partnerID=40&md5=2d163a4b93742c74e070d86bc813078b",Article,Final,,Scopus,2-s2.0-0015581959
"Cohen, M.M.","55477549500","A pilot study testing the plaque-removing ability of a newly invented toothbrush.",1973,"Journal of periodontology",44,"3",,183,187,,11,10.1902/jop.1973.44.3.183,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015596393&partnerID=40&md5=dcd2243d8903b06079dd7f87f3fa4041",Article,Final,,Scopus,2-s2.0-0015596393
"Goldman, H.M.","7202053722","Development of the ultrasonic toothbrush.",1973,"Journal of the American Dental Association (1939)",87,"3",,600,603,,1,10.14219/jada.archive.1973.0470,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015660047&partnerID=40&md5=f224ed33a7ac84e9417def9171a15f2b",Article,Final,,Scopus,2-s2.0-0015660047
"Kardel, M., Bay, I.","6603404667; 7003425062","Effect of instruction in vertical and horizontal tooth brushing in school children | Effekten af instruktion i vertikal og horisontal tandbørstning hos skolebørn.",1973,"Tandlaegebladet",77,"1",,59,63,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015540609&partnerID=40&md5=8f4e735fd1676e33cf374f61bf4cb413",Article,Final,,Scopus,2-s2.0-0015540609
"Löe, H.","7103064570","Plaque control in periodontal disease.",1973,"Journal of the American Dental Association (1939)",87,"5",,1034,1036,,2,10.14219/jada.archive.1973.0011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015678814&partnerID=40&md5=bf8f6c25038fe36c0efc1527c97b53f8",Article,Final,,Scopus,2-s2.0-0015678814
"Listgarten, M.A., Ellegaard, B.","7005051432; 7004747478","Electron microscopic evidence of a cellular attachment between junctional epithelium and dental calculus",1973,"Journal of Periodontal Research",8,"3",,143,150,,45,10.1111/j.1600-0765.1973.tb01752.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015850515&partnerID=40&md5=95e808bae9592c05a5020e373f5b4dd5",Article,Final,,Scopus,2-s2.0-0015850515
"Mackler, S.B., Crawford, J.J.","7003557571; 7401850669","Plaque development and gingivitis in the primary dentition.",1973,"Journal of periodontology",44,"1",,18,24,,64,10.1902/jop.1973.44.1.18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015541210&partnerID=40&md5=cd20bf98b30e5039772d322879bc9e95",Article,Final,,Scopus,2-s2.0-0015541210
"Lang, N.P., Cumming, B.R., Loe, H.","7201577367; 7004476762; 7103064570","Toothbrushing frequency as it relates to plaque development and gingival health",1973,"Journal of Periodontology",44,"7",,396,405,,216,10.1902/jop.1973.44.7.396,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015877776&partnerID=40&md5=435bfdf6c30ccb463bf3764508afd675",Article,Final,,Scopus,2-s2.0-0015877776
"Carman, D.K., Kopczyk, R.A.","7005853696; 6603949803","Periodontal treatment in the child.",1973,"Dental Clinics of North America",17,"1",,67,76,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015545940&partnerID=40&md5=0256751a2998ce3e8df2eeeb03caded2",Article,Final,,Scopus,2-s2.0-0015545940
"Fox, L.A.","7201520473","Preventive dentistry for the handicapped child.",1973,"Pediatric clinics of North America",20,"1",,245,258,,1,10.1016/S0031-3955(16)32823-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015577620&partnerID=40&md5=d4654144296b1d4e92156b503cedb71b",Article,Final,,Scopus,2-s2.0-0015577620
